## RECSRecommendations Upload File,,,,,,,,,,,,,,,,,,,
## RECS''## RECS'' indicates a Recommendations pre-process header. Please do not remove these lines.,,,,,,,,,,,,,,,,,,,
## RECS,,,,,,,,,,,,,,,,,,,
## RECSUse this file to upload product display information to Recommendations. Each product has its own row. Each line must contain 19 values and if not all are filled a space should be left.,,,,,,,,,,,,,,,,,,,
## RECSThe last 100 columns (entity.custom1 - entity.custom100) are custom. The name 'customN' can be replaced with a custom name such as 'onSale' or 'brand'.,,,,,,,,,,,,,,,,,,,
## RECSIf the products already exist in Recommendations then changes uploaded here will override the data in Recommendations. Any new attributes entered here will be added to the product''s entry in Recommendations.,,,,,,,,,,,,,,,,,,,
## RECSentity.id,entity.name,entity.categoryId,entity.message,entity.thumbnailUrl,entity.value,entity.pageUrl,entity.inventory,entity.margin,entity.custom1,entity.custom2,entity.custom3,entity.custom4,entity.custom5,entity.custom6,entity.custom7,entity.custom8,entity.custom9,entity.custom10,...
PRODUCT_MI_POWER_EVALUATOR_NODAL_FORECASTS,Power Evaluator Nodal Forecasts,MI_SOLUTIONS,Power markets are dynamic. The acceleration of the energy transition injects significant variability and uncertainty.,,,https://www.spglobal.com/market-intelligence/en/solutions/products/resources/power-evaluator-nodal-forecast,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,Description:Power markets are dynamic. The acceleration of the energy transition injects significant variability and uncertainty.,,,,,,
PRODUCT_MI_PRICE_VIEWER,Price Viewer,MI_SOLUTIONS,"Get simplified access to bond, credit, loans EQ, FX, Rates, and securitized products market data and analytics with Price Viewer, our intuitive web-based interface.",,,https://www.spglobal.com/market-intelligence/en/solutions/products/price-viewer,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,"Description:Get simplified access to bond, credit, loans EQ, FX, Rates, and securitized products market data and analytics with Price Viewer, our intuitive web-based interface.",,,,,,
PRODUCT_MI_PRISM_VIRTUAL_DATA_ROOM_VDR_SOLUTIONS,Prism: Virtual Data Room (VDR) Solutions,MI_SOLUTIONS,"The Prism Virtual Data Room is a simple and secure data room solution that streamlines document and data sharing. Prism offers all users a high standard of performance and security, with technology built to serve the needs of sophisticated financial firms in private equity and venture capital.",,,https://www.spglobal.com/market-intelligence/en/solutions/products/prism,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,"Description:The Prism Virtual Data Room is a simple and secure data room solution that streamlines document and data sharing. Prism offers all users a high standard of performance and security, with technology built to serve the needs of sophisticated financial firms in private equity and venture capital.",,,,,,
PRODUCT_MI_PRIVATE_COMPANY_DATA,Private Company Data,MI_SOLUTIONS,We're not just a public company data provider. Explore our coverage of 58M+ private companies worldwide - with granular insights at unmatched scale.,,,https://www.spglobal.com/market-intelligence/en/solutions/products/private-company-data,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,Description:We're not just a public company data provider. Explore our coverage of 58M+ private companies worldwide - with granular insights at unmatched scale.,,,,,,
PRODUCT_MI_PRIVATE_CREDIT_SOLUTIONS,Private Credit Solutions,MI_SOLUTIONS,"Private credit solutions from S&P Global Market Intelligence combine differentiated data, consistent methodologies, and end-to-end workflows to help managers identify opportunity, mitigate risk, and a",,,https://www.spglobal.com/market-intelligence/en/solutions/private-credit-solutions,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,"Description:Private credit solutions from S&P Global Market Intelligence combine differentiated data, consistent methodologies, and end-to-end workflows to help managers identify opportunity, mitigate risk, and a",,,,,,
PRODUCT_MI_PRIVATE_DEBT_SOLUTION,Private Debt Solution,MI_SOLUTIONS,"Streamline workflows and enhance performance by enabling more informed decisions around pipeline and portfolio management, compliance and risk.",,,https://www.spglobal.com/market-intelligence/en/solutions/products/private-debt-solution,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,"Description:Streamline workflows and enhance performance by enabling more informed decisions around pipeline and portfolio management, compliance and risk.",,,,,,
PRODUCT_MI_PRIVATE_EQUITY_SOFTWARE_FOR_DATA_COLLECTION_AND_PORTFOLIO_MANAGEMENT,Private Equity Software for Data Collection & Portfolio Management,MI_SOLUTIONS,"Enhance the collection and storage of private equity investment data to drive reporting, analytics valuations and more. Learn about private equity software.",,,https://www.spglobal.com/market-intelligence/en/solutions/products/resources/ilevel-private-equity,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,"Description:Enhance the collection and storage of private equity investment data to drive reporting, analytics valuations and more. Learn about private equity software.",,,,,,
PRODUCT_MI_PRIVATE_MARKET_VALUATIONS,Private Market Valuations,MI_SOLUTIONS,"Independent valuation fair value service; venture capital, private equity, private debt for general partners, asset management funds and institutional investors.",,,https://www.spglobal.com/market-intelligence/en/solutions/products/private-market-valuations,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,"Description:Independent valuation fair value service; venture capital, private equity, private debt for general partners, asset management funds and institutional investors.",,,,,,
PRODUCT_MI_PRIVATE_MARKETS,Private Markets,MI_SOLUTIONS,"Build a 360 view of the private markets with the combined insights, data, software, and tools from S&P Global.",,,https://www.spglobal.com/market-intelligence/en/solutions/private-markets,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,"Description:Build a 360 view of the private markets with the combined insights, data, software, and tools from S&P Global.",,,,,,
PRODUCT_MI_PRIVATE_MARKETS_PERFORMANCE_ANALYTICS,Private Markets Performance Analytics,MI_SOLUTIONS,"S&P Global has announced a strategic collaboration with two of its clients, the investment firms Cambridge Associates and Mercer, to develop a comprehensive set of performance analytics for private markets.",,,https://www.spglobal.com/market-intelligence/en/solutions/private-markets-performance-analytics,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,"Description:S&P Global has announced a strategic collaboration with two of its clients, the investment firms Cambridge Associates and Mercer, to develop a comprehensive set of performance analytics for private markets.",,,,,,
PRODUCT_MI_PRIVATE_MARKETS_SUSTAINABILITY_SOLUTIONS,Private Markets Sustainability Solutions,MI_SOLUTIONS,"We provide sustainability data, software, services, and expertise for private markets fund managers.",,,https://www.spglobal.com/market-intelligence/en/solutions/private-markets-sustainability-reporting,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,"Description:We provide sustainability data, software, services, and expertise for private markets fund managers.",,,,,,
PRODUCT_MI_PROFESSIONAL_SERVICES,Professional Services,MI_SOLUTIONS,"Our Professional Services gives access to powerful tools, research resources, and deep sector insights to transform companies and advise clients with scrutiny.",,,https://www.spglobal.com/market-intelligence/en/industries/professional-services,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,"Description:Our Professional Services gives access to powerful tools, research resources, and deep sector insights to transform companies and advise clients with scrutiny.",,,,,,
PRODUCT_MI_PROFESSIONAL_SERVICES_AI_SOLUTIONS,Professional Services AI Solutions,MI_SOLUTIONS,"S&P Global Market Intelligence equips professional services firms with trusted data, cross-sector intelligence, and AI-powered tools to generate sharper financial, legal, and strategic insights.",,,https://www.spglobal.com/market-intelligence/en/solutions/artificial-intelligence/professional-services-ai-solutions,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,"Description:S&P Global Market Intelligence equips professional services firms with trusted data, cross-sector intelligence, and AI-powered tools to generate sharper financial, legal, and strategic insights.",,,,,,
PRODUCT_MI_PROFESSIONALS_DATA,Professionals Data,MI_SOLUTIONS,"Utilize S&P Global's Professionals Data for comprehensive information on industry professionals, supporting networking and market analysis.",,,https://www.spglobal.com/market-intelligence/en/solutions/professionals-data,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,"Description:Utilize S&P Global's Professionals Data for comprehensive information on industry professionals, supporting networking and market analysis.",,,,,,
PRODUCT_MI_PROJECT_FINANCE_SCORECARDS,Project Finance Scorecards,MI_SOLUTIONS,"Explore our Project Finance Scorecard, access comprehensive risk assessments and insights to assess project viability and enhance investment decisions.",,,https://www.spglobal.com/market-intelligence/en/solutions/products/project-finance-scorecard,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,"Description:Explore our Project Finance Scorecard, access comprehensive risk assessments and insights to assess project viability and enhance investment decisions.",,,,,,
PRODUCT_MI_PROSPREAD,ProSpread,MI_SOLUTIONS,"ProSpread automatically extracts and spreads relevant data from PDF financial statements, by leveraging Natural Language Processing combined with Optical Character Recognition.",,,https://www.spglobal.com/market-intelligence/en/solutions/products/prospread,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,"Description:ProSpread automatically extracts and spreads relevant data from PDF financial statements, by leveraging Natural Language Processing combined with Optical Character Recognition.",,,,,,
PRODUCT_MI_PUBLIC_FINANCE,Public Finance,MI_SOLUTIONS,An automated municipal credit scoring and data solutions,,,https://www.spglobal.com/market-intelligence/en/solutions/products/public-finance,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,Description:An automated municipal credit scoring and data solutions,,,,,,
PRODUCT_MI_PURCHASING_MANAGERS_INDEX_PMI_REQUEST,Purchasing Managers Index (PMI) Request,MI_SOLUTIONS,"Learn how PMI can help your business stay ahead of official data, track economic performance, optimize asset allocation, anticipate changing market trends. With key macroeconomic variables to optimize your decision making.",,,https://www.spglobal.com/market-intelligence/en/solutions/products/resources/purchasing-managers-index-pmi-follow-up-request,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,"Description:Learn how PMI can help your business stay ahead of official data, track economic performance, optimize asset allocation, anticipate changing market trends. With key macroeconomic variables to optimize your decision making.",,,,,,
PRODUCT_MI_PURCHASING_MANAGERS_INDEX_PMI,Purchasing Managers' Index (PMI),MI_SOLUTIONS,Purchasing Managers' Index (PMI) is based on monthly surveys of carefully selected companies representing major and developing economies worldwide.,,,https://www.spglobal.com/market-intelligence/en/solutions/products/pmi,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,Description:Purchasing Managers' Index (PMI) is based on monthly surveys of carefully selected companies representing major and developing economies worldwide.,,,,,,
PRODUCT_MI_QUALITY_PROGRAM,Quality Program,MI_SOLUTIONS,We are committed to quality. Read more about our Quality Program details.,,,https://www.spglobal.com/market-intelligence/en/solutions/products/quality-program,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,Description:We are committed to quality. Read more about our Quality Program details.,,,,,,
PRODUCT_MI_QUANTITATIVE_EQUITY_DATA_ALPHA_SIGNALS,Quantitative Equity Data: Alpha Signals,MI_SOLUTIONS,Gain valuable investment insights through Alpha Signals' comprehensive factor library of global stock selection and strategy signals.,,,https://www.spglobal.com/market-intelligence/en/solutions/products/quantitative-equity-data-alpha-signals,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,Description:Gain valuable investment insights through Alpha Signals' comprehensive factor library of global stock selection and strategy signals.,,,,,,
PRODUCT_MI_RATINGSDIRECT,RatingsDirect,MI_SOLUTIONS,"The credit ratings data and insights on powerful platform has a faster, reimagined user experience. Get a comprehensive view of credit risk with RatingsDirect on S&P Capital IQ Pro.",,,https://www.spglobal.com/market-intelligence/en/solutions/products/ratingsdirect,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,"Description:The credit ratings data and insights on powerful platform has a faster, reimagined user experience. Get a comprehensive view of credit risk with RatingsDirect on S&P Capital IQ Pro.",,,,,,
PRODUCT_MI_RATINGSDIRECT_REINVENTED_ON_S_AND_P_CAPITAL_IQ_PRO,RatingsDirect Reinvented on S&P Capital IQ Pro,MI_SOLUTIONS,"All the credit ratings data and insights you need on a powerful platform with a faster, reimagined user experience. Get a comprehensive view of credit risk with RatingsDirect on S&P Capital IQ Pro.",,,https://www.spglobal.com/market-intelligence/en/solutions/products/ratingsdirect-on-capital-iq-pro,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,"Description:All the credit ratings data and insights you need on a powerful platform with a faster, reimagined user experience. Get a comprehensive view of credit risk with RatingsDirect on S&P Capital IQ Pro.",,,,,,
PRODUCT_MI_RATINGSXPRESS,RatingsXpress,MI_SOLUTIONS,Access S&P Global's RatingsXpress for current and historical credit ratings data. Enhance your financial analysis with comprehensive ratings and insights.,,,https://www.spglobal.com/market-intelligence/en/solutions/products/ratingsxpress,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,Description:Access S&P Global's RatingsXpress for current and historical credit ratings data. Enhance your financial analysis with comprehensive ratings and insights.,,,,,,
PRODUCT_MI_REAL_ESTATE_ASSET_FINANCE_SCORECARD,Real Estate Asset Finance Scorecard,MI_SOLUTIONS,Analyze real estate projects and transactions within the unrated universe with our off-the-shelf Scorecard solution.,,,https://www.spglobal.com/market-intelligence/en/solutions/products/real-estate-asset-finance-scorecard,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,Description:Analyze real estate projects and transactions within the unrated universe with our off-the-shelf Scorecard solution.,,,,,,
PRODUCT_MI_REAL_ESTATE_INVESTMENT_MANAGEMENT_AND_REPORTING_SOFTWARE,Real Estate Investment Management & Reporting Software,MI_SOLUTIONS,"Centralize data to visualize real estate performance and enhance fundraising, reporting, compliance and more. Learn about fixed asset management.",,,https://www.spglobal.com/market-intelligence/en/solutions/products/real-estate,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,"Description:Centralize data to visualize real estate performance and enhance fundraising, reporting, compliance and more. Learn about fixed asset management.",,,,,,
PRODUCT_MI_REFERENCE_ENTITY_DATA_RED_FOR_CDS,Reference Entity Data (RED) for CDS,MI_SOLUTIONS,"The RED for CDS service confirms the relationship between a reference entity and a reference obligation, as well as corporate actions, CDS succession events and credit events.",,,https://www.spglobal.com/market-intelligence/en/solutions/products/red-cds,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,"Description:The RED for CDS service confirms the relationship between a reference entity and a reference obligation, as well as corporate actions, CDS succession events and credit events.",,,,,,
PRODUCT_MI_REGIONAL_EXPLORER_ECONOMICS_RISK_AND_DATA_ANALYTICS,"Regional Explorer: Economics, Risk, and Data Analytics",MI_SOLUTIONS,Regional Explorer - Economics and data analytics,,,https://www.spglobal.com/market-intelligence/en/solutions/products/regional-explorer-economics-data-analytics,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,Description:Regional Explorer - Economics and data analytics,,,,,,
PRODUCT_MI_REGULATORY_AND_COMPLIANCE_SOLUTION_ECOSYSTEM,Regulatory and Compliance Solution Ecosystem,MI_SOLUTIONS,Navigate risk and regulatory compliance with S&P Global Market Intelligence. Access tools and insights to manage compliance and mitigate risks effectively.,,,https://www.spglobal.com/market-intelligence/en/solutions/risk-regulatory-compliance,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,Description:Navigate risk and regulatory compliance with S&P Global Market Intelligence. Access tools and insights to manage compliance and mitigate risks effectively.,,,,,,
PRODUCT_MI_REGULATORY_AND_COMPLIANCE_SOLUTIONS,Regulatory and Compliance Solutions,MI_SOLUTIONS,"An interoperable ecosystem of technology, data and managed services helps global and local custodians stay one step ahead of regulatory change, resource constraints, and complex compliance and audit requirements.",,,https://www.spglobal.com/market-intelligence/en/solutions/products/regulatory-and-compliance-solutions,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,"Description:An interoperable ecosystem of technology, data and managed services helps global and local custodians stay one step ahead of regulatory change, resource constraints, and complex compliance and audit requirements.",,,,,,
PRODUCT_MI_REGULATORY_SOLUTIONS,Regulatory Solutions,MI_SOLUTIONS,Explore robust regulatory solutions with S&P Global Market Intelligence. Ensure compliance with accurate data and expert insights. Discover more today!,,,https://www.spglobal.com/market-intelligence/en/solutions/regulatory-solutions,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,Description:Explore robust regulatory solutions with S&P Global Market Intelligence. Ensure compliance with accurate data and expert insights. Discover more today!,,,,,,
PRODUCT_MI_RENEWABLE_ENERGY_DEVELOPERS,Renewable Energy Developers,MI_SOLUTIONS,"Identify and evaluate your next renewable energy investment with in-depth power sector data, energy market analysis, and regulatory research on S&P Capital IQ Pro.",,,https://www.spglobal.com/market-intelligence/en/industries/renewable-energy-developers,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,"Description:Identify and evaluate your next renewable energy investment with in-depth power sector data, energy market analysis, and regulatory research on S&P Capital IQ Pro.",,,,,,
PRODUCT_MI_RFR_RISK_FREE_RATE_CALCULATOR,RFR (Risk Free Rate) Calculator,MI_SOLUTIONS,Our RFR Calculator provides financial institutions with detailed compounding and simple interest calculations for all major risk-free rates.,,,https://www.spglobal.com/market-intelligence/en/solutions/products/rfr-calculator,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,Description:Our RFR Calculator provides financial institutions with detailed compounding and simple interest calculations for all major risk-free rates.,,,,,,
PRODUCT_MI_RISK_MANAGEMENT_AND_SOLUTIONS_FOR_INVESTORS,Risk Management & Solutions for Investors,MI_SOLUTIONS,Evaluate and identify investment opportunities and decision making with qualitative risk management and solutions   from our risk analyst experts.,,,https://www.spglobal.com/market-intelligence/en/solutions/investor-risk-solutions,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,Description:Evaluate and identify investment opportunities and decision making with qualitative risk management and solutions   from our risk analyst experts.,,,,,,
PRODUCT_MI_RISK_QUANTIFICATION_COUNTRY_RISK_MANAGEMENT,Risk Quantification: Country Risk Management,MI_SOLUTIONS,"Our risk analyst team and our methodology allowing us to provide granular, comparative risk scores and risk analysis across a wide spectrum of risk quantification categories.",,,https://www.spglobal.com/market-intelligence/en/solutions/products/risk-quantification-risk-management,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,"Description:Our risk analyst team and our methodology allowing us to provide granular, comparative risk scores and risk analysis across a wide spectrum of risk quantification categories.",,,,,,
PRODUCT_MI_RISK_QUANTIFICATION_COUNTRY_RISK_MANAGEMENT_FAQ,Risk Quantification: Country Risk Management FAQ,MI_SOLUTIONS,"Our risk analyst team and our methodology allowing us to provide granular, comparative risk scores and risk analysis across a wide spectrum of risk quantification categories.",,,https://www.spglobal.com/market-intelligence/en/solutions/risk-quantification-risk-management-faq,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,"Description:Our risk analyst team and our methodology allowing us to provide granular, comparative risk scores and risk analysis across a wide spectrum of risk quantification categories.",,,,,,
PRODUCT_MI_RISKGAUGE_DESKTOP,RiskGauge Desktop,MI_SOLUTIONS,"The new RiskGaugeTM Desktop brings our most powerful analytical tools into a streamlined platform that makes it easy to assess, monitor, and manage customer credit risk.",,,https://www.spglobal.com/market-intelligence/en/solutions/products/riskgauge-desktop,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,"Description:The new RiskGaugeTM Desktop brings our most powerful analytical tools into a streamlined platform that makes it easy to assess, monitor, and manage customer credit risk.",,,,,,
PRODUCT_MI_RTS_28_COMPLIANCE,RTS 28 Compliance,MI_SOLUTIONS,S&P Global provides a complete compliance and analytics solution to address the complex trade requirements of RTS 28 under MiFID II.,,,https://www.spglobal.com/market-intelligence/en/solutions/products/rts-28,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,Description:S&P Global provides a complete compliance and analytics solution to address the complex trade requirements of RTS 28 under MiFID II.,,,,,,
PRODUCT_MI_S_AND_P_CAPITAL_IQ_CLIENT_SERVICES,S&P Capital IQ Client Services,MI_SOLUTIONS,Reach out to our Capital IQ Client Services for top-notch customer support. Get in touch with us globally for assistance with market intelligence and data insights.,,,https://www.spglobal.com/market-intelligence/en/solutions/products/resources/sp-capital-iq-client-services,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,Description:Reach out to our Capital IQ Client Services for top-notch customer support. Get in touch with us globally for assistance with market intelligence and data insights.,,,,,,
PRODUCT_MI_S_AND_P_CAPITAL_IQ_PRO,S&P Capital IQ Pro,MI_SOLUTIONS,"Access S&P Capital IQ Pro for comprehensive financial data, analytics, and market intelligence, supporting informed decision-making and strategy.",,,https://www.spglobal.com/market-intelligence/en/solutions/products/sp-capital-iq-pro,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,"Description:Access S&P Capital IQ Pro for comprehensive financial data, analytics, and market intelligence, supporting informed decision-making and strategy.",,,,,,
PRODUCT_MI_S_AND_P_CAPITAL_IQ_PRO_-_GLOBAL_ENERGY_SERVICE,S&P Capital IQ Pro - Global Energy Service,MI_SOLUTIONS,Evaluate global renewable energy resources with conviction.,,,https://www.spglobal.com/market-intelligence/en/solutions/products/resources/capital-iq-pro-energy,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,Description:Evaluate global renewable energy resources with conviction.,,,,,,
PRODUCT_MI_S_AND_P_CAPITAL_IQ_PRO_-_US_ENERGY_SECTOR,S&P Capital IQ Pro - US Energy Sector,MI_SOLUTIONS,"Identify renewable energy resources, quantify transition risks and monitor energy developments with critical power plant and project information, ESG analytics, credit risk analysis, and energy news and research to make well-informed decisions.",,,https://www.spglobal.com/market-intelligence/en/solutions/products/resources/us-energy-sector,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,"Description:Identify renewable energy resources, quantify transition risks and monitor energy developments with critical power plant and project information, ESG analytics, credit risk analysis, and energy news and research to make well-informed decisions.",,,,,,
PRODUCT_MI_S_AND_P_CAPITAL_IQ_PRO_CLIENT_SUPPORT,S&P Capital IQ Pro Client Support,MI_SOLUTIONS,Reach out to our Capital IQ Pro Client Support for top-notch customer support. Get in touch with us globally for assistance with market intelligence and data insights.,,,https://www.spglobal.com/market-intelligence/en/solutions/products/resources/sp-capital-iq-pro-client-services,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,Description:Reach out to our Capital IQ Pro Client Support for top-notch customer support. Get in touch with us globally for assistance with market intelligence and data insights.,,,,,,
PRODUCT_MI_S_AND_P_GLOBAL_ACADEMIC_RESEARCH_ESSENTIALS,S&P Global Academic Research Essentials,MI_SOLUTIONS,"Transform your financial research curriculum with a budget-conscious, comprehensive solution that enhances research and classroom discussions.",,,https://www.spglobal.com/market-intelligence/en/solutions/products/spglobal-academic-research-essentials,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,"Description:Transform your financial research curriculum with a budget-conscious, comprehensive solution that enhances research and classroom discussions.",,,,,,
PRODUCT_MI_SALESFORCE_APP,Salesforce App,MI_SOLUTIONS,"Cleanse, enrich, and transform your data with the Salesforce App from S&P Global Market Intelligence.",,,https://www.spglobal.com/market-intelligence/en/solutions/products/salesforce-app,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,"Description:Cleanse, enrich, and transform your data with the Salesforce App from S&P Global Market Intelligence.",,,,,,
PRODUCT_MI_SCENARIO_ANALYSIS,Scenario Analysis,MI_SOLUTIONS,Quantify impacts in a climate of heightened vulnerabilities,,,https://www.spglobal.com/market-intelligence/en/solutions/products/scenario-analysis,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,Description:Quantify impacts in a climate of heightened vulnerabilities,,,,,,
PRODUCT_MI_SCREENING_AND_REGULATORY_DATA_SOLUTIONS,Screening and Regulatory Data Solutions,MI_SOLUTIONS,"Adhering to financial regulations, collateral requirements, sanctions and screening portfolios has been made ever more complicated over recent years, with look-through criteria now dominating the rule base.",,,https://www.spglobal.com/market-intelligence/en/solutions/screening-and-regulatory-data-solutions,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,"Description:Adhering to financial regulations, collateral requirements, sanctions and screening portfolios has been made ever more complicated over recent years, with look-through criteria now dominating the rule base.",,,,,,
PRODUCT_MI_SEA-WEB_CHARTER_MARKET_AND_FIXTURES,Sea-web Charter Market and Fixtures,MI_SOLUTIONS,Sea-web Fixtures provides current and historical details on dry and wet ships engaged in international charter markets.,,,https://www.spglobal.com/market-intelligence/en/solutions/products/sea-web-charter-market-fixtures,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,Description:Sea-web Fixtures provides current and historical details on dry and wet ships engaged in international charter markets.,,,,,,
PRODUCT_MI_SEA-WEB_COMPANIES,Sea-web Companies,MI_SOLUTIONS,"Sea-web Companies allows you to search more than 240,000 marine company records, with up to seven levels of group and operational ownership.",,,https://www.spglobal.com/market-intelligence/en/solutions/products/sea-web-companies,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,"Description:Sea-web Companies allows you to search more than 240,000 marine company records, with up to seven levels of group and operational ownership.",,,,,,
PRODUCT_MI_SEA-WEB_MARITIME_RISK_AND_SECURITY,Sea-web Maritime Risk and Security,MI_SOLUTIONS,"Sea-web Security helps you reduce maritime risk with timely reporting on international port, country and piracy events pertinent to your ship's security.",,,https://www.spglobal.com/market-intelligence/en/solutions/products/sea-web-maritime-risk-security,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,"Description:Sea-web Security helps you reduce maritime risk with timely reporting on international port, country and piracy events pertinent to your ship's security.",,,,,,
PRODUCT_MI_SEA-WEB_PORT_COMMODITY_DISBURSEMENTS,Sea-web Port Commodity Disbursements,MI_SOLUTIONS,Sea-web Port Disbursement allows you to search and plan for commodity disbursements and restrictions by ports worldwide.,,,https://www.spglobal.com/market-intelligence/en/solutions/products/sea-web-port-commodity-disbursements,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,Description:Sea-web Port Disbursement allows you to search and plan for commodity disbursements and restrictions by ports worldwide.,,,,,,
PRODUCT_MI_SEA-WEB_SHIP_AND_COMPANY_WATCHLIST,Sea-web Ship and Company Watchlist,MI_SOLUTIONS,Sea-web Watchlist lets you create a custom or use a pre-defined list of ships or companies to monitor and receive notifications when key data fields change.,,,https://www.spglobal.com/market-intelligence/en/solutions/products/sea-web-ship-company-watchlist,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,Description:Sea-web Watchlist lets you create a custom or use a pre-defined list of ships or companies to monitor and receive notifications when key data fields change.,,,,,,
PRODUCT_MI_SEA-WEB_SHIP_BUILDERS,Sea-web Ship Builders,MI_SOLUTIONS,"Sea-web Builders allows you to search detailed records of the companies that built more than 200,000 sea-going merchant ships.",,,https://www.spglobal.com/market-intelligence/en/solutions/products/sea-web-ship-builders,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,"Description:Sea-web Builders allows you to search detailed records of the companies that built more than 200,000 sea-going merchant ships.",,,,,,
PRODUCT_MI_SEA-WEB_THE_ULTIMATE_MARINE_ONLINE_DATABASE,Sea-Web The Ultimate Marine Online Database,MI_SOLUTIONS,"Sea-web is the ultimate maritime reference tool, with more than 600 data fields on over 200,000 ships of 100 GT and above.",,,https://www.spglobal.com/market-intelligence/en/solutions/sea-web-maritime-reference,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,"Description:Sea-web is the ultimate maritime reference tool, with more than 600 data fields on over 200,000 ships of 100 GT and above.",,,,,,
PRODUCT_MI_SEA-WEB_VESSEL_MOVEMENTS,Sea-web Vessel Movements,MI_SOLUTIONS,"Sea-web Movements allows you to view a ship's current or last reported position and the fleet position of a particular owner, manager or operator.",,,https://www.spglobal.com/market-intelligence/en/solutions/products/sea-web-vessel-movements,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,"Description:Sea-web Movements allows you to view a ship's current or last reported position and the fleet position of a particular owner, manager or operator.",,,,,,
PRODUCT_MI_SEA-WEB_VESSEL_SEARCH,Sea-web Vessel Search,MI_SOLUTIONS,"The world's largest maritime ships database, Sea-web Ships allows you to identify every propelled seagoing merchant ship of 100 GT and above.",,,https://www.spglobal.com/market-intelligence/en/solutions/products/sea-web-vessel-search,,,Division:MI,ProductType:,SubscriptionTier:,EligibleAudience:,"Description:The world's largest maritime ships database, Sea-web Ships allows you to identify every propelled seagoing merchant ship of 100 GT and above.",,,,,,
